ID,Sentence A,Sentence B
228,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 조건부 자율 주행 중에도 언제 있을지 모를 제어권 전환에 대비하여 발을 페달에서 완전히 떼지 않고 가까이에 둡니다.
229,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 제어권 전환 시 빠르게 운전대를 잡고 주변 상황에 대한 이해를 확보하기 위해 자율 주행 모드로 전환 시 좌석 위치나 각도를 변경하지 않고 비운전과업을 수행합니다. 
230,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 도로를 적극적으로 관찰하고 후방 거울을 점검하여 자율 주행 시스템을 보조합니다.
231,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 시스템의 상태를 매번 확인하지 않습니다.
232,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.
233,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.
234,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.
235,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.
236,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.
237,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
238,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
239,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
240,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 제어권 전환 요청을 무시합니다.
241,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
242,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
243,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
244,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
245,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
246,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
247,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
248,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
249,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
250,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
251,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
252,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
253,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
254,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
255,나는 제어권 전환 상황 등 수동 운전을 해야 하는 상황에서 전방 시야를 가릴만한 곳에 비운전과업 장치나 차량 안 물품을 위치시킵니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
256,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.
257,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다."
258,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.
259,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.
260,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,"나는 자율 주행 시스템 기능들의 표기 위치를 알고, 운전 중 해당 기능이 켜져 있는지 계속 확인합니다."
261,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 제어권 전환을 잘 인지할 수 있게 청각 활동이 동반되는 비운전과업의 음량을 많이 올리지 않습니다.
262,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 조건부 자율 주행 중 손을 항상 핸들 위에 올려둡니다.
263,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,"나는 조건부 자율 주행 중 졸음에 대한 경각심을 가지고, 졸음을 방지할 수 있는 대책(커피, 졸음껌) 등을 미리 챙겨둡니다."
264,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,자율 주행 기능이 꺼질 것 같은 상황에서는 내가 미리 주행 제어권을 이양 받고 직접 수동 운전을 합니다.
265,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,"수동 운전에서 자율 주행으로 상태가 변경될 때, 자율 주행 상태가 활성화되었다는 알람이 뜬 이후에도 제대로 이양되었는지 확인한 뒤 핸들에서 손을 놓습니다."
266,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 자율 주행 시스템 업데이트 알람이 뜨면 즉각 업데이트를 수행합니다.
267,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 조건부 자율 주행 중에도 언제 있을지 모를 제어권 전환에 대비하여 발을 페달에서 완전히 떼지 않고 가까이에 둡니다.
268,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 제어권 전환 시 빠르게 운전대를 잡고 주변 상황에 대한 이해를 확보하기 위해 자율 주행 모드로 전환 시 좌석 위치나 각도를 변경하지 않고 비운전과업을 수행합니다. 
269,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 도로를 적극적으로 관찰하고 후방 거울을 점검하여 자율 주행 시스템을 보조합니다.
270,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 시스템의 상태를 매번 확인하지 않습니다.
271,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.
272,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.
273,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.
274,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.
275,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.
276,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
277,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
278,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
279,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 제어권 전환 요청을 무시합니다.
280,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
281,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
282,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
283,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
284,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
285,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
286,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
287,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
288,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
289,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
290,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
291,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
292,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
293,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
294,나는 자율 주행 중 뒷좌석 탑승자와 적극적으로 상호 작용합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
295,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다."
296,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.
297,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.
298,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,"나는 자율 주행 시스템 기능들의 표기 위치를 알고, 운전 중 해당 기능이 켜져 있는지 계속 확인합니다."
299,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 제어권 전환을 잘 인지할 수 있게 청각 활동이 동반되는 비운전과업의 음량을 많이 올리지 않습니다.
300,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 조건부 자율 주행 중 손을 항상 핸들 위에 올려둡니다.
301,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,"나는 조건부 자율 주행 중 졸음에 대한 경각심을 가지고, 졸음을 방지할 수 있는 대책(커피, 졸음껌) 등을 미리 챙겨둡니다."
302,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,자율 주행 기능이 꺼질 것 같은 상황에서는 내가 미리 주행 제어권을 이양 받고 직접 수동 운전을 합니다.
303,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,"수동 운전에서 자율 주행으로 상태가 변경될 때, 자율 주행 상태가 활성화되었다는 알람이 뜬 이후에도 제대로 이양되었는지 확인한 뒤 핸들에서 손을 놓습니다."
304,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 자율 주행 시스템 업데이트 알람이 뜨면 즉각 업데이트를 수행합니다.
305,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 조건부 자율 주행 중에도 언제 있을지 모를 제어권 전환에 대비하여 발을 페달에서 완전히 떼지 않고 가까이에 둡니다.
306,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 제어권 전환 시 빠르게 운전대를 잡고 주변 상황에 대한 이해를 확보하기 위해 자율 주행 모드로 전환 시 좌석 위치나 각도를 변경하지 않고 비운전과업을 수행합니다. 
307,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 도로를 적극적으로 관찰하고 후방 거울을 점검하여 자율 주행 시스템을 보조합니다.
308,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 시스템의 상태를 매번 확인하지 않습니다.
309,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.
310,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.
311,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.
312,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.
313,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.
314,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
315,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
316,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
317,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 제어권 전환 요청을 무시합니다.
318,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
319,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
320,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
321,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
322,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
323,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
324,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
325,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
326,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
327,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
328,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
329,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
330,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
331,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
332,나는 자율 주행 중 휴식을 취하기 위해 의자 시트를 과도하게 뒤로 젖히거나 뺍니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
333,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.
334,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.
335,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.","나는 자율 주행 시스템 기능들의 표기 위치를 알고, 운전 중 해당 기능이 켜져 있는지 계속 확인합니다."
336,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 제어권 전환을 잘 인지할 수 있게 청각 활동이 동반되는 비운전과업의 음량을 많이 올리지 않습니다.
337,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 조건부 자율 주행 중 손을 항상 핸들 위에 올려둡니다.
338,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.","나는 조건부 자율 주행 중 졸음에 대한 경각심을 가지고, 졸음을 방지할 수 있는 대책(커피, 졸음껌) 등을 미리 챙겨둡니다."
339,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",자율 주행 기능이 꺼질 것 같은 상황에서는 내가 미리 주행 제어권을 이양 받고 직접 수동 운전을 합니다.
340,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.","수동 운전에서 자율 주행으로 상태가 변경될 때, 자율 주행 상태가 활성화되었다는 알람이 뜬 이후에도 제대로 이양되었는지 확인한 뒤 핸들에서 손을 놓습니다."
341,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 자율 주행 시스템 업데이트 알람이 뜨면 즉각 업데이트를 수행합니다.
342,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 조건부 자율 주행 중에도 언제 있을지 모를 제어권 전환에 대비하여 발을 페달에서 완전히 떼지 않고 가까이에 둡니다.
343,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 제어권 전환 시 빠르게 운전대를 잡고 주변 상황에 대한 이해를 확보하기 위해 자율 주행 모드로 전환 시 좌석 위치나 각도를 변경하지 않고 비운전과업을 수행합니다. 
344,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 도로를 적극적으로 관찰하고 후방 거울을 점검하여 자율 주행 시스템을 보조합니다.
345,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 시스템의 상태를 매번 확인하지 않습니다.
346,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.
347,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.
348,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.
349,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.
350,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.
351,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
352,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
353,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
354,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 제어권 전환 요청을 무시합니다.
355,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
356,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
